,DateStart,League,Name,StandardName,Split,SplitNumber,DateStart__precision
1777,2015-02-07,,Brazilian Challenger Circuit,,,,1
1778,2015-02-07,Brazilian Challenger Circuit,BRCC 2015 Split 1 - Go4LoL January,BRCC 2015 Split 1 - Go4LoL January,,,1
1779,2015-02-08,JCG Premier League,JCG Premier League: Grand Finals,,,,1
1780,2015-02-09,Copa Latinoamérica Sur,LAS 2015 Opening Cup,LAS 2015 Opening Cup,,,1
1781,2015-02-10,Copa Latinoamérica Norte,LAN 2015 Opening Cup,LAN 2015 Opening Cup,,,1
1782,2015-02-10,Liga de Videojuegos Profesional,LVP Season 8,,,,1
1783,2015-02-10,Liga de Videojuegos Profesional,LVP Season 8 - Sprint 1,,,,1
1784,2015-02-13,Frag-o-Matic,Frag-o-Matic 17.0: Prison,,,,1
1785,2015-02-14,SLTV StarSeries,SLTV StarSeries 2015 Spring,SLTV StarSeries 2015 Spring,Spring,,1
1786,2015-02-17,Europe Challenger Series,EUCS 2015 Spring,EUCS 2015 Spring,Spring,,1
1787,2015-02-17,North America Challenger Series,NACS 2015 Spring,NACS 2015 Spring,Spring,,1
1788,2015-02-21,Brazilian Challenger Circuit,Xtreme League February 2015,,,,1
1789,2015-02-21,Fantasy Expo Challenge,Fantasy Expo Challenge - Season #0,,,,1
1790,2015-02-21,Gamers Assembly,Road to Gamers Assembly 2015,Road to Gamers Assembly 2015,,,1
1791,2015-02-24,ESL Meisterschaft,ESL Meisterschaft 2015 Spring Cup #1,,,,1
1792,2015-02-24,ESL Meisterschaft,ESL Meisterschaft 2015 Spring Season,,,,1
1793,2015-02-28,,HKES Challenge Summer Season,,,,1
1794,2015-02-28,Hong Kong E-Sports Challenge,HKESC Summer Season Week 1,,,,1
1795,2015-02-28,Hong Kong E-Sports Challenge,HKESC Summer Season Week 2,,,,1
1796,2015-02-28,LoL Japan League Challenger Series,LJLCT 2015 Season 2,,,,1
1797,2015-03-03,ESL Meisterschaft,ESL Meisterschaft 2015 Spring Cup #2,,,,1
1798,2015-03-04,ESL,ESL MWC Challenge,,,,1
1799,2015-03-06,ESLA Pro Triple L,ESLA Pro Triple L Season 2,,,,1
1800,2015-03-06,LAN ETS,LAN ETS 2015,,,,1
1801,2015-03-07,Brazilian Challenger Circuit,BRCC 2015 Split 1 - Go4LoL February,BRCC 2015 Split 1 - Go4LoL February,,,1
1802,2015-03-09,International Esports Tournament,IET 2015 Qualifiers,,,,1
1803,2015-03-09,League One,League One Powered by D!ngIt,,,,1
1804,2015-03-09,Turkish Promotion League,TPL 2015 Winter Qualifiers,TPL 2015 Winter Qualifiers,,,1
1805,2015-03-10,Challengers Korea,CK 2015 Spring Series 2,CK 2015 Spring Series 2,Spring 2,2,1
1806,2015-03-10,ESL Meisterschaft,ESL Meisterschaft 2015 Spring Cup #3,,,,1
1807,2015-03-13,Intel Extreme Masters,IEM Season 9 World Championship,IEM Season 9 World Championship,,,1
1808,2015-03-14,Restart Expo,Restart Tournament 2015,,,,1
1809,2015-03-15,Oceanic Challenger Series,OCS 2015 Split 1,OCS 2015 Split 1,,,1
1810,2015-03-16,Turkish Promotion League,TPL 2015 Winter,TPL 2015 Winter,,,1
1811,2015-03-17,ESL Meisterschaft,ESL Meisterschaft 2015 Spring Cup #4,,,,1
1812,2015-03-17,LoL Secondary Pro League,LSPL 2015 Spring Relegation,LSPL 2015 Spring Relegation,Spring,,1
1813,2015-03-20,Pro Gaming Series,PGS 2015 Summer Promotion,,,,1
1814,2015-03-21,Brazilian Challenger Circuit,Razer Challenge 2015 Summer,,,,1
1815,2015-03-21,Circuit Brazilian League of Legends,CBLOL 2015 Split 1 Playoffs,CBLOL 2015 Split 1 Playoffs,,,1
1816,2015-03-21,Tencent Games Arena,TGA Hero of Cities Season 8,,,,1
1817,2015-03-21,Turkish Championship League,TCL 2015 Winter Playoffs,TCL 2015 Winter Playoffs,,,1
1818,2015-03-23,,LEAGUE OF LEGENDS AMATEUR SUMMONERS TOURNAMENT,,,,1
1819,2015-03-23,Copa Latinoamérica Sur,LAS 2015 Opening Cup Playoffs,LAS 2015 Opening Cup Playoffs,,,1
1820,2015-03-24,Copa Latinoamérica Norte,LAN 2015 Opening Cup Playoffs,LAN 2015 Opening Cup Playoffs,,,1
1821,2015-03-24,ESL Meisterschaft,ESL Meisterschaft 2015 Spring Cup #5,,,,1
1822,2015-03-24,Liga de Videojuegos Profesional,LVP Season 8 - Sprint 2,,,,1
1823,2015-03-25,Copenhagen Games,Copenhagen Games 2016,,,,1
1824,2015-03-25,LoL Secondary Pro League,LSPL 2015 Spring Playoffs,LSPL 2015 Spring Playoffs,Spring,,1
1825,2015-03-26,Circuito de Leyendas Norte,CDLN 2015 Opening,,,,1
1826,2015-03-26,Circuito de Leyendas Sur,CDLS 2015 Opening Season,,,,1
1827,2015-03-28,Brazilian Challenger Circuit,Xtreme League March 2015,,,,1
1828,2015-03-28,LoL Garuda Series,LoL Garuda Series Season 3,,,,1
1829,2015-03-31,Europe Challenger Series,EUCS 2015 Spring Playoffs,EUCS 2015 Spring Playoffs,Spring,,1
1830,2015-03-31,North America Challenger Series,NACS 2015 Spring Playoffs,NACS 2015 Spring Playoffs,Spring,,1
1831,2015-04-01,,2015 URFitational Grand Finals,,,,1
1832,2015-04-01,Copenhagen Games,Copenhagen Games 2015,,,,1
1833,2015-04-01,Oceanic Pro League,OPL 2015 Split 1 Playoffs,OPL 2015 Split 1 Playoffs,,,1
1834,2015-04-03,Insomnia,Insomnia54 2015 Spring,,,,1
1835,2015-04-03,The Party,The Party 13,,,,1
1836,2015-04-04,BoUCIS,Battle of Universities 2015 Spring,,,,1
1837,2015-04-04,Brazilian Challenger Circuit,BRCC 2015 Split 1 - Go4LoL March,BRCC 2015 Split 1 - Go4LoL March,,,1
1838,2015-04-04,ESL,Go4LoL LAN April 2015,,,,1
1839,2015-04-04,ESL,Go4LoL LAS April 2015,,,,1
1840,2015-04-04,Europe League Championship Series,EU LCS 2015 Spring Playoffs,EU LCS 2015 Spring Playoffs,Spring,,1
1841,2015-04-04,Gamers Assembly,Gamers Assembly 2015,,,,1
1842,2015-04-04,LoL Japan League,LJL 2015 Season 2 Survival Match,LJL 2015 Season 2 Survival Match,,,1
1843,2015-04-04,North America League Championship Series,NA LCS 2015 Spring Playoffs,NA LCS 2015 Spring Playoffs,Spring,,1
1844,2015-04-04,The Legends Circuit Singapore,TLC Singapore 2015 Spring Season,,,,1
1845,2015-04-06,ESL Premiership,ESL UK Premiership 2015 Spring,,,,1
1846,2015-04-07,ESL Championnat National,ESL Championnat National 2015 Spring,,,,1
1847,2015-04-10,LoL Master Series,LMS 2015 Spring Playoffs,LMS 2015 Spring Playoffs,Spring,,1
1848,2015-04-10,SLTV StarSeries,SLTV StarSeries 2015 Spring Finals,SLTV StarSeries 2015 Spring Finals,Spring,,1
1849,2015-04-11,,2015 Vietnam All-stars Challenger,,,,1
1850,2015-04-11,Garena Premier League,GPL 2015 Spring Playoffs,GPL 2015 Spring Playoffs,,,1
1851,2015-04-11,Latin America Cup,LAC 2015 Opening Grand Final,LAC 2015 Opening Grand Final,,,1
1852,2015-04-11,Turkish Promotion League,TPL 2015 Winter Playoffs,TPL 2015 Winter Playoffs,,,1
1853,2015-04-13,Copa Latinoamérica Sur,LAS 2015 Closing Cup Promotion,LAS 2015 Closing Cup Promotion,,,1
1854,2015-04-13,ESL Meisterschaft,ESL Meisterschaft 2015 Spring Playoffs,,,,1
1855,2015-04-14,AlphaDraft Challenger League,AlphaDraft Challenger League,,,,1
1856,2015-04-14,Copa Latinoamérica Norte,LAN 2015 Closing Cup Promotion,LAN 2015 Closing Cup Promotion,,,1
1857,2015-04-14,League One,League One European Cup,,,,1
1858,2015-04-14,Tencent LoL Pro League,LPL 2015 Spring Playoffs,LPL 2015 Spring Playoffs,Spring,,1
1859,2015-04-14,Tencent LoL Pro League,LPL 2015 Summer Promotion,LPL 2015 Summer Promotion,Summer,,1
1860,2015-04-15,ESL Mistrzostwa Polski,ESL Mistrzostwa Polski Spring 2015,,,,1
1861,2015-04-16,ESL South East Europe Championship,ESL SEE Championship Season 1,ESL SEE Championship Season 1,,,1
1862,2015-04-17,Infoshow,Infoshow 2015 EUNE,,,,1
1863,2015-04-17,Infoshow,Infoshow 2015 EUW,,,,1
1864,2015-04-17,LoL The Champions,Champions 2015 Spring Playoffs,Champions 2015 Spring Playoffs,Spring,,1
1865,2015-04-18,Iron Forum Ladies' Night,Iron Forum Ladies' Night 2015,,,,1
1866,2015-04-18,League One,League One NA Cup,,,,1
1867,2015-04-18,MittMedia Cup,MittMedia Cup,,,,1
1868,2015-04-18,Turkish Championship League,TCL 2015 Summer Qualifiers,TCL 2015 Summer Qualifiers,Summer,,1
1869,2015-04-21,International Wildcard Invitational,IWCI 2015,IWCI 2015,,,1
1870,2015-04-24,DreamHack,DreamHack Bucharest 2015,,,,1
1871,2015-04-25,,NaoLAN 3,,,,1
1872,2015-04-25,Europe League Championship Series,EU LCS 2015 Summer Promotion,EU LCS 2015 Summer Promotion,Summer,,1
1873,2015-04-25,League of Sharks,League of Sharks Spring 2015,,,,1
1874,2015-04-25,LoL Master Series,LMS 2015 Summer Promotion,LMS 2015 Summer Promotion,Summer,,1
1875,2015-04-26,,Evry Games City 2015,,,,1
1876,2015-04-26,North America League Championship Series,NA LCS 2015 Summer Promotion,NA LCS 2015 Summer Promotion,Summer,,1
1877,2015-04-27,International Esports Tournament,International Esports Tournament 2015,,,,1
1878,2015-04-27,Thailand Pro League 2015,Thailand Pro League 2015 Summer,,,,1
1879,2015-04-28,Hitpoint Masters,RoG Masters Season 3 Qualifiers,RoG Masters Season 3 Qualifiers,,,1
1880,2015-04-29,,2015 4Gamers Collegiate Championship S1,,,,1
1881,2015-05-01,Circuit Brazilian League of Legends,CBLOL 2015 Split 2 Promotion,CBLOL 2015 Split 2 Promotion,,,1
1882,2015-05-01,X5 Mega Arena,XMA MEGA ARENA 2015 Sao Paulo,,,,1
1883,2015-05-02,ESL,Go4LoL LAN May 2015,,,,1
1884,2015-05-02,ESL,Go4LoL LAS May 2015,,,,1
1885,2015-05-02,North American Collegiate Championship,NACC 2015 Championship,,,,1
1886,2015-05-02,Oceanic Pro League,OPL 2015 Split 2 Promotion,OPL 2015 Split 2 Promotion,,,1
1887,2015-05-02,SCAN Tournament,SCAN Invitational 2,,,,1
1888,2015-05-02,SLTV StarSeries,SLTV StarSeries 2015 Summer Promotion,SLTV StarSeries 2015 Summer Promotion,Summer,,1
1889,2015-05-04,Chile Championship Series,Chile Championship Series T1,,,,1
1890,2015-05-07,Mid-Season Invitational,MSI 2015,MSI 2015,,,1
1891,2015-05-08,DreamHack,DreamHack Tours 2015,,,,1
1892,2015-05-09,,Press Start LAN 2015,,,,1
1893,2015-05-09,Hong Kong E-Sports Challenge,HKESC Summer Season Week 3,,,,1
1894,2015-05-15,Liga de Videojuegos Profesional,LVP Season 8 - Sprint 3,,,,1
1895,2015-05-15,LoL The Champions,Champions 2015 Summer Promotion,Champions 2015 Summer Promotion,Summer,,1
1896,2015-05-16,,Brazilian Challenger Circuit,,,,1
1897,2015-05-16,Brazilian Challenger Circuit,Xtreme League #3,,,,1
1898,2015-05-16,Turkish Championship League,TCL 2015 Summer,TCL 2015 Summer,Summer,2,1
1899,2015-05-17,Vietnam Championship Series A,VCS A 2015 Summer,,,,1
1900,2015-05-20,LoL Master Series,LMS 2015 Summer,LMS 2015 Summer,Summer,2,1
1901,2015-05-20,LoL The Champions,Champions 2015 Summer,Champions 2015 Summer,Summer,2,1
1902,2015-05-22,Liga Portuguesa,LPLOL 2015 Regular Season,,,,1
1903,2015-05-22,Pro Gaming Series,PGS 2015 Summer Season,,,,1
1904,2015-05-22,Tencent LoL Pro League,LPL 2015 Summer,LPL 2015 Summer,Summer,2,1
1905,2015-05-23,Circuit Brazilian League of Legends,CBLOL 2015 Split 2,CBLOL 2015 Split 2,Split 2,2,1
1906,2015-05-23,Hong Kong E-Sports Challenge,HKESC Summer Season Week 4,,,,1
1907,2015-05-23,LoL Japan League,LJL 2015 Season 2,LJL 2015 Season 2,,,1
1908,2015-05-25,Demacia Cup,Demacia Cup 2015 Summer,Demacia Cup 2015 Summer,Summer,,1
1909,2015-05-25,Oceanic Pro League,OPL 2015 Split 2,OPL 2015 Split 2,Split 2,2,1
1910,2015-05-26,Challengers Korea,CK 2015 Summer,CK 2015 Summer,Summer,3,1
1911,2015-05-26,Europe Challenger Series,EUCS 2015 Summer Qualifier,EUCS 2015 Summer Qualifier,Summer,,1
1912,2015-05-26,Hitpoint Masters,RoG Masters Season 3,RoG Masters Season 3,Season 3,1,1
1913,2015-05-26,LoL Secondary Pro League,LSPL 2015 Summer,LSPL 2015 Summer,Summer,2,1
1914,2015-05-26,North America Challenger Series,NACS 2015 Summer Qualifier,NACS 2015 Summer Qualifier,Summer,,1
1915,2015-05-28,Europe League Championship Series,EU LCS 2015 Summer,EU LCS 2015 Summer,Summer,2,1
1916,2015-05-30,DreamHack,DreamHack Summer 2015,,,,1
1917,2015-05-30,North America League Championship Series,NA LCS 2015 Summer,NA LCS 2015 Summer,Summer,2,1
1918,2015-05-30,SLTV StarSeries,SLTV StarSeries 2015 Summer,SLTV StarSeries 2015 Summer,Summer,,1
1919,2015-05-31,,Vietnam GameK Challenger Season 1,,,,1
1920,2015-06-01,Copa Latinoamérica Norte,LAN 2015 Closing Cup,LAN 2015 Closing Cup,,,1
1921,2015-06-02,Copa Latinoamérica Sur,LAS 2015 Closing Cup,LAS 2015 Closing Cup,,,1
1922,2015-06-04,Brasil Mega Arena,BRMA 2015 Rio,BRMA 2015 Rio,,,1
1923,2015-06-06,,Dengeki Bunko Collaboration Cup,,,,1
1924,2015-06-06,ESL,Go4LoL LAS June 2015,,,,1
1925,2015-06-06,LoL Garuda Series,LoL Garuda Series Season 4,,,,1
1926,2015-06-06,OffTheLAN,OffTheLAN 2015,,,,1
1927,2015-06-06,The Legends Circuit Malaysia,TLC Malaysia 2015 Summer Season,,,,1
1928,2015-06-07,Rio de la Plata Cup,Rio de la Plata Cup 2015,,,,1
1929,2015-06-08,LongZhu Gaming Queen Invitational,LongZhu Gaming Queen Season 1,,,,1
1930,2015-06-09,ESL Meisterschaft,ESL Meisterschaft 2015 Summer Cup #1,,,,1
1931,2015-06-09,ESL Meisterschaft,ESL Meisterschaft 2015 Summer Season,,,,1
1932,2015-06-11,Fantasy Expo Challenge,Fantasy Expo Challenge Season 1,,,,1
1933,2015-06-13,Brazilian Challenger Circuit,BRCC 2015 Split 2 - Go4LoL May,BRCC 2015 Split 2 - Go4LoL May,,,1
1934,2015-06-14,JCG Premier League,JCG Premier League 2015 Spring Season,,,,1
1935,2015-06-16,ESL Meisterschaft,ESL Meisterschaft 2015 Summer Cup #2,,,,1
1936,2015-06-20,Hong Kong E-Sports Challenge,HKESC Summer Season Playoffs,,,,1
1937,2015-06-22,ESL,ESL Go4LoL 2015 May,,,,1
1938,2015-06-23,ESL Meisterschaft,ESL Meisterschaft 2015 Summer Cup #3,,,,1
1939,2015-06-23,Europe Challenger Series,EUCS 2015 Summer,EUCS 2015 Summer,Summer,,1
1940,2015-06-23,North America Challenger Series,NACS 2015 Summer,NACS 2015 Summer,Summer,,1
1941,2015-06-24,Garena Premier League,GPL 2015 Summer,GPL 2015 Summer,Summer,,1
1942,2015-06-27,,Team Razer 1v1 Road to Glory,,,,1
1943,2015-06-27,Brazilian Challenger Circuit,BRCC 2015 Split 2 - Razer Challenge,BRCC 2015 Split 2 - Razer Challenge,,,1
1944,2015-06-27,Hitpoint Masters,RoG Masters Season 3 Playoffs,RoG Masters Season 3 Playoffs,,,1
1945,2015-06-27,Liga de Videojuegos Profesional,LVP Season 8 - Final Cup,,,,1
1946,2015-06-28,E-Sport Festival 2015,ESF 2015 Logitech G Tournament Stage 1,,,,1
1947,2015-06-29,Turkish Promotion League,TPL 2015 Summer Qualifiers,TPL 2015 Summer Qualifiers,Summer,,1
1948,2015-06-30,ESL Meisterschaft,ESL Meisterschaft 2015 Summer Cup #4,,,,1
1949,2015-06-30,Oceanic Challenger Series,OCS 2015 Split 2,OCS 2015 Split 2,,,1
1950,2015-07-03,eSports Festival,eSports Festival 2015 Belgian National Championship,,,,1
1951,2015-07-04,Brazilian Challenger Circuit,BRCC 2015 Split 2 - Go4LoL June,BRCC 2015 Split 2 - Go4LoL June,,,1
1952,2015-07-04,ESL,Go4LoL LAS July 2015,,,,1
1953,2015-07-04,eSports Festival,eSports Festival 2015,,,,1
1954,2015-07-05,JCG Premier League,JCG Master 2015 Summer,,,,1
1955,2015-07-06,Copa Latinoamérica Norte,LAN 2015 Closing Cup Playoffs,LAN 2015 Closing Cup Playoffs,,,1
1956,2015-07-06,Turkish Promotion League,TPL 2015 Summer,TPL 2015 Summer,Summer,,1
1957,2015-07-07,Copa Latinoamérica Sur,LAS 2015 Closing Cup Playoffs,LAS 2015 Closing Cup Playoffs,,,1
1958,2015-07-07,ESL Meisterschaft,ESL Meisterschaft 2015 Summer Cup #5,,,,1
1959,2015-07-09,Circuito de Leyendas Norte,2015 CDLN Closing Season,,,,1
1960,2015-07-09,Circuito de Leyendas Sur,2015 CDLS Closing Season,,,,1
1961,2015-07-11,Circuit Brazilian League of Legends,CBLOL 2015 Split 2 Playoffs,CBLOL 2015 Split 2 Playoffs,,,1
1962,2015-07-11,Fest Lyon,FEST Lyon 2015,,,,1
1963,2015-07-12,E-Sport Festival 2015,ESF 2015 Logitech G Tournament Stage 2,,,,1
1964,2015-07-13,ESL Meisterschaft,ESL Meisterschaft 2015 Summer Playoffs,,,,1
1965,2015-07-14,LOL Ladies Battle,LLB 2015 Summer Season,,,,1
1966,2015-07-14,LoL Secondary Pro League,LSPL 2015 Summer Relegation,LSPL 2015 Summer Relegation,Summer,,1
1967,2015-07-16,E-Sport Festival 2015,ESF 2015 Logitech G Tournament Stage 3,,,,1
1968,2015-07-17,DreamHack,DreamHack Valencia 2015,,,,1
1969,2015-07-17,epic.LAN,Epic.FIFTEEN,,,,1
1970,2015-07-18,GameAthlon,GameAthlon 3,,,,1
1971,2015-07-18,Hong Kong Esports Tournament,HKES Tournament Season 3,,,,1
1972,2015-07-18,LoL Battle Arena,LoL Battle Arena Season 1,,,,1
1973,2015-07-20,Oceanic Pro League,OPL 2015 Split 2 Playoffs,OPL 2015 Split 2 Playoffs,,,1
1974,2015-07-22,LoL Secondary Pro League,LSPL 2015 Summer Playoffs,LSPL 2015 Summer Playoffs,Summer,,1
1975,2015-07-23,Electronic Sports China Cup,2015 Electronic Sports China Cup,,,,1
1976,2015-07-24,LoL Master Series,LMS 2015 Summer Playoffs,LMS 2015 Summer Playoffs,Summer,,1
1977,2015-07-25,Brazilian Challenger Circuit,Xtreme League #4,,,,1
1978,2015-07-25,SLTV StarSeries,SLTV StarSeries 2015 Summer Finals,SLTV StarSeries 2015 Summer Finals,Summer,,1
1979,2015-07-25,Turkish Championship League,TCL 2015 Summer Playoffs,TCL 2015 Summer Playoffs,Summer,,1
1980,2015-07-27,Copa Latinoamérica Norte,LAN 2016 Opening Cup Promotion,LAN 2016 Opening Cup Promotion,,,1
1981,2015-07-28,Copa Latinoamérica Sur,LAS 2016 Opening Cup Promotion,LAS 2016 Opening Cup Promotion,,,1
1982,2015-07-31,,Black Market Brawlers Showmatch,,,,1
1983,2015-07-31,Assembly,Assembly Summer 2015,,,,1
1984,2015-08-01,,GTL Express 2015,,,,1
1985,2015-08-01,Brazilian Challenger Circuit,BRCC 2015 Split 2 - Go4LoL July,BRCC 2015 Split 2 - Go4LoL July,,,1
1986,2015-08-01,ESL,Go4LoL LAS August 2015,,,,1
1987,2015-08-01,ESL,Go4LoL LAS August 2015 Qualifier #1,,,,1
1988,2015-08-03,National Electronic Sports Tournament,NEST 2015 Qualifiers,NEST 2015 Qualifiers,,,1
1989,2015-08-04,Europe Challenger Series,EUCS 2015 Summer Playoffs,EUCS 2015 Summer Playoffs,Summer,,1
1990,2015-08-04,North America Challenger Series,NACS 2015 Summer Playoffs,NACS 2015 Summer Playoffs,Summer,,1
1991,2015-08-08,ESL,Go4LoL LAS Qualifier #2 Aug 2015,,,,1
1992,2015-08-08,Europe League Championship Series,EU LCS 2015 Summer Playoffs,EU LCS 2015 Summer Playoffs,Summer,,1
1993,2015-08-08,Garena Premier League,GPL 2015 Summer Playoffs,GPL 2015 Summer Playoffs,Summer,,1
1994,2015-08-08,Latin America Cup,LAC 2015 Closing Grand Final,LAC 2015 Closing Grand Final,,,1
1995,2015-08-08,Logicool G CUP,Logicool G CUP 2015,,,,1
1996,2015-08-08,LoL Japan League,LJL 2015 Grand Finals,LJL 2015 Grand Finals,,,1
1997,2015-08-08,North America League Championship Series,NA LCS 2015 Summer Playoffs,NA LCS 2015 Summer Playoffs,Summer,,1
1998,2015-08-09,E-Sport Festival 2015,ESF 2015 Logitech G Tournament Stage 4,,,,1
1999,2015-08-09,JCG Premier League,JCG Premier League 2015 Summer Season,,,,1
2000,2015-08-10,Tencent LoL Pro League,LPL 2016 Spring Promotion,LPL 2016 Spring Promotion,Spring,,1
2001,2015-08-11,Argentine Championship Series,Argentine Championship Series 2015 Qualifiers,,,,1
2002,2015-08-11,Challengers Korea,CK 2015 Summer Playoffs,CK 2015 Summer Playoffs,Summer,2,1
2003,2015-08-11,Tencent LoL Pro League,LPL 2015 Summer Playoffs,LPL 2015 Summer Playoffs,Summer,,1
2004,2015-08-14,ESL Mistrzostwa Polski,ESL Mistrzostwa Polski 2015 Summer,,,,1
2005,2015-08-14,Taiwan Regional Finals 2015,Taiwan Regional Finals 2015,Taiwan Regional Finals 2015,,,1
2006,2015-08-15,ESL,Go4LoL LAS Qualifier #3 Aug 2015,,,,1
2007,2015-08-15,ESL Premiership,ESL UK Premiership 2015 Summer,,,,1
2008,2015-08-15,SLTV StarSeries,SLTV StarSeries 2016 Spring Promotion,SLTV StarSeries 2016 Spring Promotion,Spring,,1
2009,2015-08-15,Turkish Promotion League,TPL 2015 Summer Playoffs,TPL 2015 Summer Playoffs,Summer,,1
2010,2015-08-15,World Championship,SEA Regional Finals 2015,SEA Regional Finals 2015,,,1
2011,2015-08-16,LoL The Champions,Champions 2015 Summer Playoffs,Champions 2015 Summer Playoffs,Summer,,1
2012,2015-08-20,Turkish Championship League,TCL 2016 Winter Qualifiers,TCL 2016 Winter Qualifiers,,,1
2013,2015-08-21,E-Sport Festival 2015,ESF 2015 Logitech G Tournament Grand Finals,,,,1
2014,2015-08-22,ESL,Go4LoL LAS Qualifier #4 Aug 2015,,,,1
2015,2015-08-23,ASUS,Asus ROG Championship 2015,,,,1
2016,2015-08-24,Chile Championship Series,Chile Championship Series T2,,,,1
2017,2015-08-26,,2015 Season International Wildcard Tournament,,,,1
2018,2015-08-26,BoUCIS,Battle of Universities 2015 Summer,,,,1
2019,2015-08-26,International Wildcard Tournament Turkey,IWCT 2015 Turkey,IWCT 2015 Turkey,,,1
2020,2015-08-28,Insomnia,Insomnia55 Summer 2015,,,,1
2021,2015-08-29,eGaming,eGaming 2015 Open Qualifier,,,,1
2022,2015-08-29,ESL,Go4LoL LAS Qualifier #5 Aug 2015,,,,1
2023,2015-08-29,International Wildcard Tournament Chile,IWCT 2015 Chile,IWCT 2015 Chile,,,1
2024,2015-08-29,World Championship,EU Regional Finals 2015,EU Regional Finals 2015,,,1
2025,2015-08-29,World Championship,NA Regional Finals 2015,NA Regional Finals 2015,,,1
2026,2015-09-01,Liga de Videojuegos Profesional,LVP Season 9,,,,1
2027,2015-09-02,Argentine Championship Series,Argentine Championship Series 2015,,,,1
2028,2015-09-02,World Championship,Korea Regional Finals 2015,Korea Regional Finals 2015,,,1
2029,2015-09-03,ESL,ESL Go4LoL 2015 August,,,,1
2030,2015-09-04,World Championship,China Regional Finals 2015,China Regional Finals 2015,,,1
2031,2015-09-05,ESL,Go4LoL LAS Qualifier #1 Sep 2015,,,,1
2032,2015-09-05,ESL,Go4LoL LAS September 2015,,,,1
2033,2015-09-05,Europe League Championship Series,EU LCS 2016 Spring Promotion,EU LCS 2016 Spring Promotion,Spring,,1
2034,2015-09-05,LoL Garuda Series,LoL Garuda Series Season 5,,,,1
2035,2015-09-06,Brasil Mega Arena,BRMA 2015 Sao Paulo,BRMA 2015 Sao Paulo,,,1
2036,2015-09-06,North America League Championship Series,NA LCS 2016 Spring Promotion,NA LCS 2016 Spring Promotion,Spring,,1
2037,2015-09-07,World Leisure Games,World Leisure Games - Qingdao 2015,,,,1
2038,2015-09-11,Argentina Game Show,Argentina Game Show 2015,,,,1
2039,2015-09-11,LoL Champions Korea,LCK 2016 Spring Promotion,LCK 2016 Spring Promotion,Spring,,1
2040,2015-09-12,eGaming,eGaming 2015,,,,1
2041,2015-09-12,ESL,Go4LoL LAS Qualifier #2 Sep 2015,,,,1
2042,2015-09-12,ITPlanet E-Sports Masters,ITPlanet E-Sports Masters 2015,,,,1
2043,2015-09-12,Riot Games,Riot Battlegrounds Greece,,,,1
2044,2015-09-13,PGL,PGL Legends of the Rift Season 1 EUW Qualifier #1,,,,1
2045,2015-09-14,LongZhu Gaming Queen Invitational,LongZhu Gaming Queen Season 2,,,,1
2046,2015-09-16,PGL,PGL Legends of the Rift Season 1 EUW Qualifier #2,,,,1
2047,2015-09-18,,Nerdfish Spring Cup,,,,1
2048,2015-09-18,Oceanic Pro League,OPL 2016 Split 1 Promotion,OPL 2016 Split 1 Promotion,,,1
2049,2015-09-18,Pro Gaming Series,PGS 2016 Spring Promotion,,,,1
2050,2015-09-19,ESL,Go4LoL LAS Qualifier #3 Sep 2015,,,,1
2051,2015-09-25,The Reality,The Reality XVI,,,,1
2052,2015-09-26,ESL,Go4LoL LAS Qualifier #4 Sep 2015,,,,1
2053,2015-09-30,,Milan Games Week League 2015,,,,1
2054,2015-10-01,Brazil Mega Cup,Brazil Mega Cup 2015,Brazil Mega Cup 2015,,,1
2055,2015-10-01,ESL,ESL Go4LoL 2015 September,,,,1
2056,2015-10-01,World Championship,Worlds 2015,Worlds 2015,,,1
2057,2015-10-02,Gamanoid Cybersport Festival,Gamanoid Cybersport Festival 2015,,,,1
2058,2015-10-02,GIGACON,GIGACON Prime 2015,,,,1
2059,2015-10-03,ESL,Go4LoL LAS October 2015,,,,1
2060,2015-10-03,ESL,Go4LoL LAS Qualifier #1 Oct 2015,,,,1
2061,2015-10-03,Espacio Personal Juegos,Torneos Espacio Personal 4G 2015,,,,1
2062,2015-10-04,,Team ALTERNATE Female Cup 1,,,,1
2063,2015-10-05,Invitational Italiano 2015,Invitational Italiano 2015,,,,1
2064,2015-10-06,PGL,PGL Legends of the Rift Season 1,PGL Legends of the Rift Season 1,,,1
2065,2015-10-10,ESL,Go4LoL LAS Qualifier #2 Oct 2015,,,,1
2066,2015-10-10,The Legends Circuit Malaysia,TLC Malaysia 2015 Winter Season,,,,1
2067,2015-10-10,The Legends Circuit Singapore,TLC Singapore 2015 Winter Season,,,,1
2068,2015-10-12,,Vietnam GameK Challenger Season 2,,,,1
2069,2015-10-13,ESL Meisterschaft,ESL Meisterschaft 2015 Winter Cup #1,,,,1
2070,2015-10-13,ESL Meisterschaft,ESL Meisterschaft 2015 Winter Season,,,,1
2071,2015-10-17,ESL,Go4LoL LAS Qualifier #3 Oct 2015,,,,1
2072,2015-10-17,Xtreme League,Xtreme League #5,,,,1
2073,2015-10-17,Y-Games,Y-Games 2015,,,,1
2074,2015-10-20,ESL Meisterschaft,ESL Meisterschaft 2015 Winter Cup #2,,,,1
2075,2015-10-21,ESL,ESL PGW Challenge 2015,,,,1
2076,2015-10-21,Hitpoint Masters,RoG Masters Season 4 Qualifiers,RoG Masters Season 4 Qualifiers,,,1
